author;author_type;url;location;deal_type;accommodation_type;floor;floors_count;rooms_count;total_meters;price;district;street;house_number;underground;residential_complex
ID 82280139;homeowner;https://www.cian.ru/sale/flat/290431403/;Москва;sale;flat;15;17;3;75.0;29500000;Черемушки;Нахимовский проспект;61К1;Профсоюзная;
Самолет Плюс Москва;real_estate_agent;https://www.cian.ru/sale/flat/315444111/;Москва;sale;flat;2;17;4;75.0;31500000;Зюзино;Болотниковская ;36к6;Каховская;Нахимово
Кремлёвские Ключи;real_estate_agent;https://www.cian.ru/sale/flat/314599964/;Москва;sale;flat;10;19;2;59.0;18290000;Хорошево-Мневники; Мневники;21;Народное Ополчение;
MODERN HOME;real_estate_agent;https://www.cian.ru/sale/flat/315474858/;Москва;sale;flat;7;17;3;75.0;23000000;Митино;Пятницкое шоссе;27К1;Митино;
Homeapp;real_estate_agent;https://www.cian.ru/sale/flat/315564756/;Москва;sale;flat;18;22;2;57.0;12500000;Некрасовка;Покровская ;41;Некрасовка;
Этажи Москва;real_estate_agent;https://www.cian.ru/sale/flat/315163705/;Москва;sale;flat;9;14;1;37.9;11200000;Южное Бутово; Адмирала Лазарева;38К1;Улица Горчакова;
Дмитрий Шпак;realtor;https://www.cian.ru/sale/flat/297493910/;Москва;sale;flat;10;14;1;38.0;9000000;Южное Бутово; Адмирала Лазарева;62;Бунинская аллея;
Навигатор;real_estate_agent;https://www.cian.ru/sale/flat/312939827/;Москва;sale;flat;7;9;2;62.0;25750000;Тверской;Тихвинский переулок;5;Менделеевская;
FALCON GROUP;real_estate_agent;https://www.cian.ru/sale/flat/315248995/;Москва;sale;flat;4;12;2;45.6;15600000;Бутырский; Милашенкова;10;Фонвизинская;
ID 116698204;homeowner;https://www.cian.ru/sale/flat/315150717/;Москва;sale;flat;9;14;1;39.4;10490000;Новокосино;Городецкая ;9К1;Новокосино;
Этажи Москва;real_estate_agent;https://www.cian.ru/sale/flat/313331791/;Москва;sale;flat;14;20;2;64.8;21900000;Чертаново Южное;Варшавское шоссе;160к2;Аннино;Аннинский
Isaev Estate;real_estate_agent;https://www.cian.ru/sale/flat/315042925/;Москва;sale;flat;12;13;1;42.0;33500000;Беговой;Ленинградский проспект;29к4;Динамо;Царская площадь
ID 129166426;realtor;https://www.cian.ru/sale/flat/315354881/;Москва;sale;flat;5;9;4;96.0;19500000;Южное Бутово;Южнобутовская ;33;Улица Горчакова;
Парадайс;real_estate_agent;https://www.cian.ru/sale/flat/313514559/;Москва;sale;flat;9;9;2;53.0;17950000;Коптево;3-й Михалковский переулок;24;Коптево;
ОГРК;real_estate_agent;https://www.cian.ru/sale/flat/308947864/;Москва;sale;flat;15;33;2;63.0;23500000;Соколиная гора;проспект Буденного;51к1;Шоссе Энтузиастов;Золотая звезда
Екатерина Митяева;realtor;https://www.cian.ru/sale/flat/315284734/;Москва;sale;flat;8;12;3;63.9;14900000;Отрадное; Декабристов;36;Отрадное;
Этажи Москва;real_estate_agent;https://www.cian.ru/sale/flat/311433310/;Москва;sale;flat;5;14;2;55.4;13500000;Братеево;Алма-Атинская ;5;Алма-Атинская;
ОГРК;real_estate_agent;https://www.cian.ru/sale/flat/310929916/;Москва;sale;flat;12;14;2;52.6;16999999;Очаково-Матвеевское;Веерная ;32К1;Матвеевская;
ИП Шаймарданов Р. Ф.;real_estate_agent;https://www.cian.ru/sale/flat/315484843/;Москва;sale;flat;14;16;2;54.4;14199000;Ясенево; Паустовского;8К3;Ясенево;
Этажи Москва;real_estate_agent;https://www.cian.ru/sale/flat/314812776/;Москва;sale;flat;19;22;1;40.0;10190000;Некрасовка;Рождественская ;19к1;Некрасовка;
АЯКС;real_estate_agent;https://www.cian.ru/sale/flat/313593846/;Москва;sale;flat;9;17;2;50.7;21999900;Орехово-Борисово Северное;Домодедовская ;20К1;Орехово;
Владис;real_estate_agent;https://www.cian.ru/sale/flat/312024224/;Москва;sale;flat;8;14;1;39.1;10300000;Братеево; Борисовские Пруды;6К1;Борисово;
АЯКС;real_estate_agent;https://www.cian.ru/sale/flat/314498280/;Москва;sale;flat;20;21;2;55.2;22999999;Дмитровский;Дмитровское шоссе;107Ак1;Яхромская;Город
Этажи Москва;real_estate_agent;https://www.cian.ru/sale/flat/314434404/;Москва;sale;flat;10;14;3;64.1;18600000;Зюзино;Керченская ;1К2;Зюзино;
ID 43549;realtor;https://www.cian.ru/sale/flat/257091559/;Москва;sale;flat;19;22;3;98.0;44100000;Измайлово;10-я Парковая ;3;Первомайская;
АЯКС;real_estate_agent;https://www.cian.ru/sale/flat/314576517/;Москва;sale;flat;7;9;3;65.0;17999999;Люблино;Совхозная ;18К2;Люблино;
Тимур Умяров;realtor;https://www.cian.ru/sale/flat/314590054/;Москва;sale;flat;10;10;2;53.1;12300000;Южное Бутово;Южнобутовская ;121;Бунинская аллея;
ИНКОМ-Недвижимость;real_estate_agent;https://www.cian.ru/sale/flat/312243390/;Москва;sale;flat;14;14;2;47.0;10000000;Солнцево;Боровский проезд;24;Солнечная;
Виктория Завроцкая;realtor;https://www.cian.ru/sale/flat/315363607/;Москва;sale;flat;20;22;3;78.4;20800000;Москворечье-Сабурово;Каширское шоссе;55К6;Москворечье;
Илона Махова;realtor;https://www.cian.ru/sale/flat/312166935/;Москва;sale;flat;3;12;2;50.5;13300000;Северное Тушино;Туристская ;15;Сходненская;
ЦЕНТР НЕДВИЖИМОСТИ;real_estate_agent;https://www.cian.ru/sale/flat/311367902/;Москва;sale;flat;14;17;3;83.0;15499000;Северное Бутово; Грина;1К3;Бульвар Дмитрия Донского;
Капиталъ-Недвижимость;real_estate_agent;https://www.cian.ru/sale/flat/302957941/;Москва;sale;flat;6;10;4;180.0;54500000;Ломоносовский; Вавилова;97;Новые Черёмушки;
Кирилл Баран;realtor;https://www.cian.ru/sale/flat/313924664/;Москва;sale;flat;9;17;1;36.4;11950000;Коньково; Академика Капицы;26К3;Коньково;
Ксения Тищенкова;realtor;https://www.cian.ru/sale/flat/304322143/;Москва;sale;flat;10;12;2;101.0;39800000;Преображенское;Преображенская площадь;6;Преображенская площадь;
Сергей Назаренко;realtor;https://www.cian.ru/sale/flat/300419999/;Москва;sale;flat;10;14;1;38.0;11150000;Восточное Дегунино;Бескудниковский бульвар;8К3;Верхние Лихоборы;
Павел Понурин;realtor;https://www.cian.ru/sale/flat/290288962/;Москва;sale;flat;2;5;2;85.5;29500000;Северный;Дмитровское шоссе;122Гк1;Физтех;
Мой Дом - отделение Добрынинское;real_estate_agent;https://www.cian.ru/sale/flat/315463626/;Москва;sale;flat;9;12;3;62.8;15000000;Зябликово; Мусы Джалиля;17К1;Шипиловская;
ИНКОМ-Недвижимость;real_estate_agent;https://www.cian.ru/sale/flat/312098069/;Москва;sale;flat;10;17;3;78.0;20500000;Чертаново Южное;Варшавское шоссе;152К6;Улица Академика Янгеля;
Суламит-НГС;real_estate_agent;https://www.cian.ru/sale/flat/315400492/;Москва;sale;flat;15;16;1;37.7;15600000;Нагатинский затон;Коломенская набережная;6К1;Нагатинский Затон;
Тамара Николаевна Кодзоева;realtor;https://www.cian.ru/sale/flat/315051224/;Москва;sale;flat;5;14;4;118.2;30000000;Южное Бутово; Академика Семенова;3;Бунинская аллея;
Мой Дом - отделение Добрынинское;real_estate_agent;https://www.cian.ru/sale/flat/315447734/;Москва;sale;flat;3;17;1;36.6;11500000;Северное Бутово;бульвар Дмитрия Донского;10;Бульвар Дмитрия Донского;
Estes;real_estate_agent;https://www.cian.ru/sale/flat/315406086/;Москва;sale;flat;2;24;3;60.1;24900000;Очаково-Матвеевское;Большая Очаковская ;44к1;Озёрная;Мичурино-Запад
Светлана Сапронова;realtor;https://www.cian.ru/sale/flat/315235298/;Москва;sale;flat;6;17;2;55.0;15200000;Измайлово;10-я Парковая ;15;Первомайская;
Капиталъ-Недвижимость;real_estate_agent;https://www.cian.ru/sale/flat/315406192/;Москва;sale;flat;12;13;1;42.0;33500000;Беговой;Ленинградский проспект;29к4;Динамо;Царская площадь
Татьяна Ахмерова;realtor;https://www.cian.ru/sale/flat/315042507/;Москва;sale;flat;2;17;1;36.6;9300000;Северный;Челобитьевское шоссе;12к3;Физтех;
МГСН;real_estate_agent;https://www.cian.ru/sale/flat/314650305/;Москва;sale;flat;9;12;2;52.0;11000000;Люблино;Ставропольская ;56К1;Люблино;
Галина Каримова;realtor;https://www.cian.ru/sale/flat/300018901/;Москва;sale;flat;4;9;2;54.4;54400000;Беговой;Верхняя ;22;Белорусская;Оливковый дом
Ларссон Недвижимость;real_estate_agent;https://www.cian.ru/sale/flat/315165475/;Москва;sale;flat;9;14;2;59.0;14900000;Южное Бутово; Адмирала Лазарева;47К1;Бунинская аллея;
Столичный Проспект;real_estate_agent;https://www.cian.ru/sale/flat/300987607/;Москва;sale;flat;2;12;2;53.0;12500000;Отрадное;Алтуфьевское шоссе;12;Владыкино;
Кремлёвские Ключи;real_estate_agent;https://www.cian.ru/sale/flat/306607502/;Москва;sale;flat;3;14;3;75.5;17300000;Выхино-Жулебино; Маршала Полубоярова;4к2;Жулебино;
Владимир Веселицкий;realtor;https://www.cian.ru/sale/flat/314700149/;Москва;sale;flat;5;12;2;52.0;11500000;Головинский;Зеленоградская ;3;Моссельмаш;
МИЦ-Столичный ипотечный центр недвижимости;real_estate_agent;https://www.cian.ru/sale/flat/315430228/;Москва;sale;flat;2;15;1;38.2;11500000;Марьино;Братиславская ;19К2;Братиславская;
WHITE BROKER;real_estate_agent;https://www.cian.ru/sale/flat/314889644/;Москва;sale;flat;2;14;3;64.0;12800000;Южное Бутово;Джанкойская ;3В;Бутово;
Агентство недвижимости Светланы Наумовой;real_estate_agent;https://www.cian.ru/sale/flat/314299531/;Москва;sale;flat;7;14;1;38.0;10500000;Выхино-Жулебино;Моршанская ;3к1;Ухтомская;
Светлана Сальникова;realtor;https://www.cian.ru/sale/flat/314632576/;Москва;sale;flat;2;22;1;37.7;11290000;Солнцево;Производственная ;2к1;Солнцево;
Капиталъ-Недвижимость;real_estate_agent;https://www.cian.ru/sale/flat/302964488/;Москва;sale;flat;5;10;3;125.0;40000000;Ломоносовский; Вавилова;97;Новые Черёмушки;
Этажи Москва;real_estate_agent;https://www.cian.ru/sale/flat/313591544/;Москва;sale;flat;18;24;1;36.0;11500000;; Бачуринская;7к2;Коммунарка;Новая Звезда
Мария Кочерыгина;realtor;https://www.cian.ru/sale/flat/315427522/;Москва;sale;flat;2;9;4;63.4;16500000;Бабушкинский; Искры;9;Бабушкинская;
ИМПЕРИАЛ;real_estate_agent;https://www.cian.ru/sale/flat/315077553/;Москва;sale;flat;13;31;2;78.1;35000000;Кунцево;Ярцевская ;27к1;Молодёжная;O2XYGEN
Юлия Кутина;realtor;https://www.cian.ru/sale/flat/315380052/;Москва;sale;flat;14;15;3;73.0;22500000;Рязанский; Михайлова;39;Окская;
ID 87342212;homeowner;https://www.cian.ru/sale/flat/313091829/;Москва;sale;flat;8;16;2;54.0;21700000;Тропарево-Никулино; Мичуринский проспект Олимпийская деревня;19;Озёрная;
ID 103052304;unknown;https://www.cian.ru/sale/flat/314950948/;Москва;sale;flat;3;22;2;56.6;23700000;Бескудниковский;Дубнинская ;37К2;Дегунино;
do A.S.A.P.;real_estate_agent;https://www.cian.ru/sale/flat/314626137/;Москва;sale;flat;23;25;2;55.0;25000000;Фили-Давыдково;Славянский бульвар;9к6;Славянский бульвар;Квартал Триумфальный
ID 19579738;homeowner;https://www.cian.ru/sale/flat/313485608/;Москва;sale;flat;16;16;3;65.8;22000000;Северное Медведково;Широкая ;25/24;Медведково;
Навигатор;real_estate_agent;https://www.cian.ru/sale/flat/315343086/;Москва;sale;flat;15;20;3;72.0;27000000;Текстильщики; Чистова;16к4;Волжская;LIFE-Волжская
Алексей Валицкий;realtor;https://www.cian.ru/sale/flat/303325453/;Москва;sale;flat;15;19;3;75.0;27500000;Кунцево;Бобруйская ;12;Молодёжная;
ID 21025;real_estate_agent;https://www.cian.ru/sale/flat/314468761/;Москва;sale;flat;5;11;1;53.0;28900000;Раменки;Мичуринский проспект;7;Ломоносовский проспект;Квартал Шуваловский
Кремлёвские Ключи;real_estate_agent;https://www.cian.ru/sale/flat/306893892/;Москва;sale;flat;2;24;3;87.6;30490000;Дмитровский;Дмитровское шоссе;107к3;Яхромская;Летний сад
Isaev Estate;real_estate_agent;https://www.cian.ru/sale/flat/313385307/;Москва;sale;flat;11;22;3;81.0;25690000;Крылатское; Крылатские Холмы;26К1;Крылатское;
Estes;real_estate_agent;https://www.cian.ru/sale/flat/315517879/;Москва;sale;flat;15;16;2;74.0;36700000;Филевский парк;Большая Филевская ;4;Фили;Only
do A.S.A.P.;real_estate_agent;https://www.cian.ru/sale/flat/314501261/;Москва;sale;flat;10;14;4;108.0;40000000;Академический;Новочеремушкинская ;21К1;Академическая;
Stapler Estate;real_estate_agent;https://www.cian.ru/sale/flat/313933519/;Москва;sale;flat;12;14;3;75.0;35000000;Академический;Новочеремушкинская ;23;Академическая;
CENTURY 21 Level;real_estate_agent;https://www.cian.ru/sale/flat/315551087/;Москва;sale;flat;22;22;4;100.2;39900000;Обручевский; Новаторов;36К1;Новаторская;
Ирина Лисицина;realtor;https://www.cian.ru/sale/flat/310965878/;Москва;sale;flat;5;9;1;35.0;9600000;Люблино;Новороссийская ;4;Люблино;
ИНФИНИТИ;real_estate_agent;https://www.cian.ru/sale/flat/312556332/;Москва;sale;flat;15;25;1;39.0;9500000;Некрасовка;Рождественская ;33;Некрасовка;Некрасовка
Ольга Гусева;realtor;https://www.cian.ru/sale/flat/310574157/;Москва;sale;flat;4;17;1;38.0;10900000;Теплый Стан; Теплый Стан;13К1;Генерала Тюленева;
Хороший Дом;real_estate_agent;https://www.cian.ru/sale/flat/308496493/;Москва;sale;flat;9;9;3;57.5;12000000;Старое Крюково;Зеленоград;к920;Зеленоград — Крюково;
ID 91223052;homeowner;https://www.cian.ru/sale/flat/314843254/;Москва;sale;flat;3;10;1;43.4;9690000;Крюково;Зеленоград;к2032;Зеленоград — Крюково;мой адрес В Зеленограде
ИНГРУПП;real_estate_agent;https://www.cian.ru/sale/flat/314386192/;Москва;sale;flat;8;17;3;76.0;15500000;Некрасовка;Рождественская ;18;Некрасовка;
Антон Осмелкин;realtor;https://www.cian.ru/sale/flat/314368129/;Москва;sale;flat;4;17;2;57.4;15500000;Южное Бутово; Кадырова;8;Бунинская аллея;
Навигатор;real_estate_agent;https://www.cian.ru/sale/flat/308945722/;Москва;sale;flat;11;17;1;38.0;10285000;Восточное Дегунино;Керамический проезд;45К2;Дегунино;
Марина Постникова;realtor;https://www.cian.ru/sale/flat/312452888/;Москва;sale;flat;17;17;2;70.9;15800000;; Сосенский Стан;10;Новомосковская;
Анна Елагина;realtor;https://www.cian.ru/sale/flat/314878720/;Москва;sale;flat;4;16;2;54.2;15990000;Ясенево;Вильнюсская ;7К2;Ясенево;
Elite Real Estate Moscow;real_estate_agent;https://www.cian.ru/sale/flat/313625812/;Москва;sale;flat;15;22;3;74.2;25500000;Обручевский; Саморы Машела;8к3;Университет Дружбы Народов;
Этажи Москва;real_estate_agent;https://www.cian.ru/sale/flat/315064011/;Москва;sale;flat;11;24;1;38.1;18000000;Ломоносовский;проспект Вернадского;29к1;Проспект Вернадского;
ВРЕМЯ РЕШЕНИЙ;real_estate_agent;https://www.cian.ru/sale/flat/308856199/;Москва;sale;flat;8;9;4;63.1;15000000;Ясенево; Рокотова;8К2;Ясенево;
Парадайс;real_estate_agent;https://www.cian.ru/sale/flat/315027221/;Москва;sale;flat;7;9;1;38.7;13600000;Коптево;3-й Михалковский переулок;24;Коптево;
ID 47664046;unknown;https://www.cian.ru/sale/flat/313289271/;Москва;sale;flat;9;12;3;62.0;20400000;Нагатинский затон;Коломенская ;9;Нагатинский Затон;
Елена Шевченко;realtor;https://www.cian.ru/sale/flat/315386337/;Москва;sale;flat;6;17;1;37.5;11700000;Орехово-Борисово Северное; Маршала Захарова;12К3;Орехово;
Ордер;real_estate_agent;https://www.cian.ru/sale/flat/298431321/;Москва;sale;flat;2;17;1;36.2;9950000;Бирюлево Восточное;Загорьевская ;21к1;Лебедянская;
ID 13398631;realtor;https://www.cian.ru/sale/flat/315115790/;Москва;sale;flat;6;17;1;38.5;10990000;Рязанский; Академика Скрябина;6К2;Рязанский проспект;
ИНКОМ-Недвижимость;real_estate_agent;https://www.cian.ru/sale/flat/315501735/;Москва;sale;flat;3;17;1;37.3;10700000;Чертаново Северное;Варшавское шоссе;114К1;Чертановская;
NEWPOLIS;real_estate_agent;https://www.cian.ru/sale/flat/313951734/;Москва;sale;flat;4;17;3;73.0;15600000;Некрасовка;Рождественская ;12;Некрасовка;
ID 211910;realtor;https://www.cian.ru/sale/flat/314916798/;Москва;sale;flat;5;17;1;40.0;11200000;Солнцево; Главмосстроя;9;Говорово;
City Nova Group;real_estate_agent;https://www.cian.ru/sale/flat/309585251/;Москва;sale;flat;14;17;1;37.0;10100000;Восточное Дегунино;Дубнинская ;32К6;Бескудниково;
Вертикаль;real_estate_agent;https://www.cian.ru/sale/flat/313481720/;Москва;sale;flat;10;25;1;42.0;13500000;Митино;Пятницкое шоссе;15к1;Волоколамская;Митинский парк
ID 1580;realtor;https://www.cian.ru/sale/flat/314975758/;Москва;sale;flat;10;17;1;37.8;9150000;Марьино; Маршала Голованова;1;Марьино;
Парадайс;real_estate_agent;https://www.cian.ru/sale/flat/313939217/;Москва;sale;flat;16;16;1;37.0;20500000;Красносельский;Большая Спасская ;10К1;Площадь трёх вокзалов;
НДВ;real_estate_agent;https://www.cian.ru/sale/flat/314943071/;Москва;sale;flat;5;17;2;50.2;17800000;Савеловский;Бутырская ;79;Дмитровская;
На Петровке;real_estate_agent;https://www.cian.ru/sale/flat/311620530/;Москва;sale;flat;6;9;1;40.7;12000000;Кузьминки;Волжский бульвар;29К2;Кузьминки;
Ключи;real_estate_agent;https://www.cian.ru/sale/flat/311770783/;Москва;sale;flat;5;17;3;75.0;20000000;Чертаново Северное;Варшавское шоссе;122;Южная;
